x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.4.23,2024-04-23 00:00:00,AB,2024,4,23,12.7,,5.7,,19.6,,0,,,,,,,,,,,,0,,5.3,,14,,46,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.4.24,2024-04-24 00:00:00,AB,2024,4,24,11.7,,4.7,,18.6,,0,,,,,,,,31,,40,,0,,6.3,,15,,56,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.4.25,2024-04-25 00:00:00,AB,2024,4,25,7.7,,2.1,,13.2,,0,,,,,,,,31,,40,,0,,10.3,,29,,79,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.4.26,2024-04-26 00:00:00,AB,2024,4,26,4.2,,0.9,,7.4,,0,,,,,,,,,,,,0,,13.8,,40,,72,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.4.27,2024-04-27 00:00:00,AB,2024,4,27,9.4,,3,,15.8,,0.5,,,,,,,,12,,45,,0,,8.6,,34,,66,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.4.28,2024-04-28 00:00:00,AB,2024,4,28,10.7,,5.7,,15.8,,0.5,,,,,,,,28,,45,,0,,7.3,,37,,89,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.4.29,2024-04-29 00:00:00,AB,2024,4,29,8.1,,5.2,,11.1,,0,,,,,,,,1,,31,,0,,9.9,,49,,94,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.4.30,2024-04-30 00:00:00,AB,2024,4,30,3.1,,0.1,,6.1,,12.7,,,,,,,,33,,47,,0,,14.9,,65,,98,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.1,2024-05-01 00:00:00,AB,2024,5,1,6.2,,0.6,,11.9,,7.8,,,,,,,,8,,36,,0,,11.8,,44,,98,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.2,2024-05-02 00:00:00,AB,2024,5,2,8.6,,3.8,,13.5,,0,,,,,,,,3,,44,,0,,9.4,,24,,83,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.3,2024-05-03 00:00:00,AB,2024,5,3,6.3,,0.3,,12.4,,0,,,,,,,,,,,,0,,11.7,,30,,85,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.4,2024-05-04 00:00:00,AB,2024,5,4,7.1,,0.2,,14.1,,0,,,,,,,,13,,33,,0,,10.9,,31,,85,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.5,2024-05-05 00:00:00,AB,2024,5,5,11.7,,5.8,,17.5,,0,,,,,,,,18,,44,,0,,6.3,,24,,64,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.6,2024-05-06 00:00:00,AB,2024,5,6,10,,8.3,,11.7,,3.7,,,,,,,,,,,,0,,8,,64,,98,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.7,2024-05-07 00:00:00,AB,2024,5,7,7.6,,6.8,,8.5,,19.1,,,,,,,,33,,57,,0,,10.4,,67,,98,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.8,2024-05-08 00:00:00,AB,2024,5,8,11.7,,6.3,,17.2,,0,,,,,,,,28,,31,,0,,6.3,,20,,87,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.9,2024-05-09 00:00:00,AB,2024,5,9,14.6,,6.1,,23.1,,0,,,,,,,,32,,42,,0,,3.4,,21,,56,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.10,2024-05-10 00:00:00,AB,2024,5,10,16.2,,6.7,,25.7,,0,,,,,,,,28,,36,,0,,1.8,,16,,73,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.11,2024-05-11 00:00:00,AB,2024,5,11,14.5,,10.1,,18.9,,0,,,,,,,,,,,,0,,3.5,,19,,51,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.12,2024-05-12 00:00:00,AB,2024,5,12,13.1,,7.5,,18.7,,0,,,,,,,,12,,34,,0,,4.9,,36,,67,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.13,2024-05-13 00:00:00,AB,2024,5,13,14.3,,9,,19.6,,0,,,,,,,,,,,,0,,3.7,,30,,88,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.14,2024-05-14 00:00:00,AB,2024,5,14,15.5,,9.8,,21.3,,0,,,,,,,,28,,35,,0,,2.5,,24,,50,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.15,2024-05-15 00:00:00,AB,2024,5,15,12.8,,9.4,,16.2,,0.4,,,,,,,,32,,48,,0,,5.2,,38,,83,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.16,2024-05-16 00:00:00,AB,2024,5,16,10.5,,7.2,,13.8,,10,,,,,,,,29,,32,,0,,7.5,,62,,96,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.17,2024-05-17 00:00:00,AB,2024,5,17,7,,4.8,,9.1,,0,,,,,,,,32,,45,,0,,11,,48,,89,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.18,2024-05-18 00:00:00,AB,2024,5,18,8.1,,2.2,,13.9,,0,,,,,,,,34,,40,,0,,9.9,,29,,85,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.19,2024-05-19 00:00:00,AB,2024,5,19,7.1,,5.1,,9,,2.5,,,,,,,,31,,35,,0,,10.9,,67,,89,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.20,2024-05-20 00:00:00,AB,2024,5,20,7.7,,5.1,,10.3,,2.8,,,,,,,,,,,,0,,10.3,,58,,96,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.21,2024-05-21 00:00:00,AB,2024,5,21,9.9,,5.6,,14.1,,0,,,,,,,,,,,,0,,8.1,,49,,86,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.22,2024-05-22 00:00:00,AB,2024,5,22,10.1,,6.1,,14.2,,10,,,,,,,,,,,,0,,7.9,,47,,86,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.23,2024-05-23 00:00:00,AB,2024,5,23,8.2,,5.5,,10.8,,1.1,,,,,,,,,,,,0,,9.8,,51,,92,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.24,2024-05-24 00:00:00,AB,2024,5,24,9.8,,5.2,,14.5,,0,,,,,,,,,,,,0,,8.2,,40,,88,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.25,2024-05-25 00:00:00,AB,2024,5,25,12.2,,7,,17.5,,0,,,,,,,,,,,,0,,5.8,,35,,86,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.26,2024-05-26 00:00:00,AB,2024,5,26,13.3,,10.4,,16.3,,1.1,,,,,,,,29,,33,,0,,4.7,,59,,90,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.27,2024-05-27 00:00:00,AB,2024,5,27,14.4,,6.9,,21.9,,0,,,,,,,,,,,,0,,3.6,,25,,96,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.28,2024-05-28 00:00:00,AB,2024,5,28,16,,9.1,,22.8,,0,,,,,,,,14,,31,,0,,2,,26,,71,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.29,2024-05-29 00:00:00,AB,2024,5,29,13.9,,8.5,,19.2,,0,,,,,,,,28,,55,,0,,4.1,,38,,77,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.30,2024-05-30 00:00:00,AB,2024,5,30,12.7,,6.9,,18.5,,0,,,,,,,,32,,59,,0,,5.3,,26,,85,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.5.31,2024-05-31 00:00:00,AB,2024,5,31,12.4,,8.6,,16.2,,0,,,,,,,,32,,59,,0,,5.6,,30,,64,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.1,2024-06-01 00:00:00,AB,2024,6,1,14.4,,7.9,,20.8,,0,,,,,,,,34,,33,,0,,3.6,,19,,49,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.2,2024-06-02 00:00:00,AB,2024,6,2,15.2,,9.8,,20.6,,0,,,,,,,,13,,35,,0,,2.8,,25,,58,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.3,2024-06-03 00:00:00,AB,2024,6,3,13.1,,10.3,,15.9,,30.7,,,,,,,,13,,38,,0,,4.9,,42,,98,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.4,2024-06-04 00:00:00,AB,2024,6,4,14.5,,9.7,,19.3,,1.6,,,,,,,,35,,48,,0,,3.5,,38,,98,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.5,2024-06-05 00:00:00,AB,2024,6,5,14.6,,9.6,,19.7,,0,,,,,,,,31,,59,,0,,3.4,,21,,73,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.6,2024-06-06 00:00:00,AB,2024,6,6,14.5,,9.6,,19.5,,0,,,,,,,,31,,48,,0,,3.5,,20,,48,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.7,2024-06-07 00:00:00,AB,2024,6,7,14.8,,9.7,,19.8,,0.4,,,,,,,,30,,60,,0,,3.2,,19,,59,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.8,2024-06-08 00:00:00,AB,2024,6,8,7.7,,3.2,,12.1,,2,,,,,,,,34,,34,,0,,10.3,,57,,92,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.9,2024-06-09 00:00:00,AB,2024,6,9,9.8,,4.9,,14.8,,0,,,,,,,,,,,,0,,8.2,,50,,94,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.10,2024-06-10 00:00:00,AB,2024,6,10,15.6,,9,,22.2,,0,,,,,,,,30,,45,,0,,2.4,,36,,82,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.11,2024-06-11 00:00:00,AB,2024,6,11,17.7,,10.5,,25,,11.6,,,,,,,,31,,64,,0,,0.3,,28,,89,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.12,2024-06-12 00:00:00,AB,2024,6,12,12.4,,9.6,,15.1,,6.6,,,,,,,,31,,47,,0,,5.6,,64,,93,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.13,2024-06-13 00:00:00,AB,2024,6,13,15.9,,10.3,,21.6,,0.7,,,,,,,,32,,33,,0,,2.1,,26,,94,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.14,2024-06-14 00:00:00,AB,2024,6,14,17.2,,11.7,,22.8,,0.7,,,,,,,,31,,38,,0,,0.8,,37,,77,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.15,2024-06-15 00:00:00,AB,2024,6,15,13.1,,7.2,,19,,0,,,,,,,,35,,33,,0,,4.9,,31,,86,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.16,2024-06-16 00:00:00,AB,2024,6,16,12.1,,7.8,,16.5,,0.3,,,,,,,,36,,47,,0,,5.9,,31,,91,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.17,2024-06-17 00:00:00,AB,2024,6,17,10,,6.1,,13.8,,3.1,,,,,,,,1,,50,,0,,8,,40,,85,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.18,2024-06-18 00:00:00,AB,2024,6,18,9.1,,4.6,,13.6,,0,,,,,,,,,,,,0,,8.9,,42,,75,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.19,2024-06-19 00:00:00,AB,2024,6,19,11.7,,4.3,,19.2,,0,,,,,,,,,,,,0,,6.3,,26,,93,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.20,2024-06-20 00:00:00,AB,2024,6,20,14.4,,6.9,,21.9,,0,,,,,,,,,,,,0,,3.6,,26,,74,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.21,2024-06-21 00:00:00,AB,2024,6,21,17.1,,9.9,,24.3,,0,,,,,,,,16,,35,,0,,0.9,,25,,74,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.22,2024-06-22 00:00:00,AB,2024,6,22,17.8,,10,,25.5,,0,,,,,,,,,,,,0,,0.2,,22,,82,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.23,2024-06-23 00:00:00,AB,2024,6,23,21.2,,15.2,,27.3,,1.4,,,,,,,,35,,48,,3.2,,0,,25,,81,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.24,2024-06-24 00:00:00,AB,2024,6,24,17.6,,12.7,,22.5,,0,,,,,,,,32,,51,,0,,0.4,,29,,80,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.25,2024-06-25 00:00:00,AB,2024,6,25,15.7,,10.5,,20.9,,1.2,,,,,,,,32,,34,,0,,2.3,,50,,95,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.26,2024-06-26 00:00:00,AB,2024,6,26,18.4,,13.1,,23.8,,0,,,,,,,,13,,41,,0.4,,0,,43,,86,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.27,2024-06-27 00:00:00,AB,2024,6,27,16.1,,14.1,,18.1,,5.1,,,,,,,,9,,37,,0,,1.9,,66,,93,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.28,2024-06-28 00:00:00,AB,2024,6,28,15.2,,9.2,,21.1,,0.3,,,,,,,,,,,,0,,2.8,,29,,87,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.29,2024-06-29 00:00:00,AB,2024,6,29,17.8,,10.5,,25,,0,,,,,,,,,,,,0,,0.2,,31,,70,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.6.30,2024-06-30 00:00:00,AB,2024,6,30,19,,15.2,,22.8,,1.3,,,,,,,,15,,44,,1,,0,,42,,92,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.1,2024-07-01 00:00:00,AB,2024,7,1,19.2,,13.9,,24.4,,0,,,,,,,,30,,35,,1.2,,0,,39,,95,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.2,2024-07-02 00:00:00,AB,2024,7,2,17.9,,13.4,,22.4,,2.8,,,,,,,,31,,39,,0,,0.1,,37,,92,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.3,2024-07-03 00:00:00,AB,2024,7,3,16,,12.9,,19.2,,11.2,,,,,,,,31,,33,,0,,2,,66,,94,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.4,2024-07-04 00:00:00,AB,2024,7,4,18.1,,12.5,,23.8,,0,,,,,,,,28,,31,,0.1,,0,,34,,91,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.5,2024-07-05 00:00:00,AB,2024,7,5,19.9,,13.5,,26.3,,0,,,,,,,,30,,38,,1.9,,0,,26,,70,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.6,2024-07-06 00:00:00,AB,2024,7,6,21,,16.1,,26,,0,,,,,,,,32,,39,,3,,0,,34,,54,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.7,2024-07-07 00:00:00,AB,2024,7,7,21.3,,13.3,,29.3,,0,,,,,,,,,,,,3.3,,0,,33,,82,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.8,2024-07-08 00:00:00,AB,2024,7,8,24.9,,17.2,,32.6,,0,,,,,,,,29,,35,,6.9,,0,,21,,77,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.9,2024-07-09 00:00:00,AB,2024,7,9,26.2,,18.4,,34.1,,0,,,,,,,,17,,36,,8.2,,0,,22,,67,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.10,2024-07-10 00:00:00,AB,2024,7,10,28.5,,20.9,,36.2,,0,,,,,,,,,,,,10.5,,0,,28,,66,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.11,2024-07-11 00:00:00,AB,2024,7,11,25.1,,20.4,,29.8,,0.6,,,,,,,,33,,43,,7.1,,0,,31,,77,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.12,2024-07-12 00:00:00,AB,2024,7,12,19.6,,14.7,,24.6,,0,,,,,,,,30,,40,,1.6,,0,,27,,51,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.13,2024-07-13 00:00:00,AB,2024,7,13,19.4,,13.9,,24.9,,0,,,,,,,,3,,39,,1.4,,0,,38,,76,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.14,2024-07-14 00:00:00,AB,2024,7,14,19.3,,14.5,,24,,1.5,,,,,,,,33,,37,,1.3,,0,,39,,86,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.15,2024-07-15 00:00:00,AB,2024,7,15,21.7,,14.7,,28.8,,0,,,,,,,,,,,,3.7,,0,,35,,75,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.16,2024-07-16 00:00:00,AB,2024,7,16,26.2,,20.8,,31.7,,0,,,,,,,,,,,,8.2,,0,,31,,68,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.17,2024-07-17 00:00:00,AB,2024,7,17,26.5,,19.1,,34,,0.8,,,,,,,,6,,31,,8.5,,0,,27,,76,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.18,2024-07-18 00:00:00,AB,2024,7,18,27.1,,19,,35.3,,0,,,,,,,,,,,,9.1,,0,,16,,80,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.19,2024-07-19 00:00:00,AB,2024,7,19,26.5,,19.5,,33.4,,0,,,,,,,,14,,36,,8.5,,0,,29,,67,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.20,2024-07-20 00:00:00,AB,2024,7,20,25.1,,18.9,,31.3,,0,,,,,,,,,,,,7.1,,0,,43,,77,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.21,2024-07-21 00:00:00,AB,2024,7,21,27.1,,20.4,,33.8,,0,,,,,,,,7,,35,,9.1,,0,,34,,91,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.22,2024-07-22 00:00:00,AB,2024,7,22,27.5,,21.6,,33.5,,0,,,,,,,,13,,42,,9.5,,0,,32,,74,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.23,2024-07-23 00:00:00,AB,2024,7,23,25,,21,,29.1,,0,,,,,,,,13,,48,,7,,0,,47,,84,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.24,2024-07-24 00:00:00,AB,2024,7,24,21,,18.3,,23.7,,0,,,,,,,,,,,,3,,0,,50,,86,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.25,2024-07-25 00:00:00,AB,2024,7,25,14.5,,10.5,,18.6,,6.3,,,,,,,,27,,50,,0,,3.5,,77,,98,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.26,2024-07-26 00:00:00,AB,2024,7,26,14.2,,10.6,,17.9,,4.9,,,,,,,,28,,56,,0,,3.8,,58,,91,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.27,2024-07-27 00:00:00,AB,2024,7,27,17.9,,12.3,,23.4,,3.9,,,,,,,,29,,37,,0,,0.1,,42,,93,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.28,2024-07-28 00:00:00,AB,2024,7,28,20.4,,13.1,,27.7,,0,,,,,,,,25,,33,,2.4,,0,,29,,86,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.29,2024-07-29 00:00:00,AB,2024,7,29,21.8,,15.4,,28.1,,0,,,,,,,,33,,35,,3.8,,0,,34,,76,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.30,2024-07-30 00:00:00,AB,2024,7,30,20.6,,15.1,,26.2,,0,,,,,,,,,,,,2.6,,0,,37,,87,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.7.31,2024-07-31 00:00:00,AB,2024,7,31,23,,16,,30,,0,,,,,,,,33,,68,,5,,0,,29,,76,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.1,2024-08-01 00:00:00,AB,2024,8,1,21.5,,14.3,,28.7,,0,,,,,,,,,,,,3.5,,0,,33,,82,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.2,2024-08-02 00:00:00,AB,2024,8,2,21.6,,17.7,,25.6,,0,,,,,,,,,,,,3.6,,0,,27,,70,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.3,2024-08-03 00:00:00,AB,2024,8,3,22.2,,15.9,,28.5,,0.2,,,,,,,,1,,34,,4.2,,0,,31,,66,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.4,2024-08-04 00:00:00,AB,2024,8,4,18.5,,12.9,,24.1,,15.6,,,,,,,,7,,39,,0.5,,0,,50,,95,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.5,2024-08-05 00:00:00,AB,2024,8,5,16.4,,14.4,,18.4,,11.2,,,,,,,,,,,,0,,1.6,,76,,99,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.6,2024-08-06 00:00:00,AB,2024,8,6,16.1,,12.2,,20.1,,0,,,,,,,,,,,,0,,1.9,,53,,94,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.7,2024-08-07 00:00:00,AB,2024,8,7,17.6,,12.9,,22.4,,0,,,,,,,,,,,,0,,0.4,,39,,83,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.8,2024-08-08 00:00:00,AB,2024,8,8,17,,11.2,,22.7,,0,,,,,,,,,,,,0,,1,,36,,92,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.9,2024-08-09 00:00:00,AB,2024,8,9,18.4,,12.8,,24,,0,,,,,,,,13,,35,,0.4,,0,,32,,67,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.10,2024-08-10 00:00:00,AB,2024,8,10,20.5,,14.1,,26.9,,0,,,,,,,,14,,44,,2.5,,0,,28,,55,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.11,2024-08-11 00:00:00,AB,2024,8,11,22,,15.2,,28.8,,0,,,,,,,,16,,33,,4,,0,,25,,60,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.12,2024-08-12 00:00:00,AB,2024,8,12,22.9,,16.5,,29.4,,0,,,,,,,,,,,,4.9,,0,,27,,62,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.13,2024-08-13 00:00:00,AB,2024,8,13,20.9,,13.9,,27.8,,1.7,,,,,,,,,,,,2.9,,0,,32,,92,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.14,2024-08-14 00:00:00,AB,2024,8,14,20.6,,16.3,,24.9,,0,,,,,,,,32,,32,,2.6,,0,,49,,81,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.15,2024-08-15 00:00:00,AB,2024,8,15,19.7,,12.5,,26.8,,10.1,,,,,,,,,,,,1.7,,0,,32,,97,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.16,2024-08-16 00:00:00,AB,2024,8,16,16.7,,15.8,,17.5,,6.8,,,,,,,,,,,,0,,1.3,,81,,98,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.17,2024-08-17 00:00:00,AB,2024,8,17,17.6,,13.3,,21.9,,1.4,,,,,,,,,,,,0,,0.4,,63,,94,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.18,2024-08-18 00:00:00,AB,2024,8,18,18.6,,12.9,,24.4,,0.2,,,,,,,,,,,,0.6,,0,,51,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.19,2024-08-19 00:00:00,AB,2024,8,19,21.8,,16.1,,27.6,,0,,,,,,,,,,,,3.8,,0,,43,,93,
